id,name,followers,popularity,genres
0sFntmE9T1tiF6G6O6Lm3H,Carpathian Forest,135873,36,"black metal, norwegian black metal, norwegian metal, pagan black metal, symphonic black metal"
1Dt7cfRzxM8qPVa82jX9y5,Gorgoroth,258248,38,"black metal, metal, norwegian black metal, norwegian metal, tolkien metal"
6jPWrSmxOd9mj7Xaj4EP2Y,Emperor,249659,40,"black metal, metal, norwegian black metal, norwegian metal, symphonic black metal, symphonic metal, technical black metal"
2mVTkiwfm4ic6DnHpmFq8K,Immortal,308361,48,"black metal, metal, norwegian black metal, norwegian metal, pagan black metal, thrash metal"
221Rd0FvVxMx7eCbWqjiKd,Satyricon,256571,43,"black 'n' roll, black metal, metal, norwegian black metal, norwegian metal, pagan black metal, symphonic black metal"
2CofVEvqc6hhyKwYsLiuN9,Taake,117328,30,"black metal, norwegian black metal, norwegian metal"
7kWnE981vITXDnAD2cZmCV,Darkthrone,317796,44,"black 'n' roll, black metal, blackened crust, metal, norwegian black metal, norwegian death metal, norwegian metal"
6rBvjnvdsRxFRSrq1StGOM,Bathory,324614,46,"autonomous black metal, black metal, black thrash, metal, old school thrash, pagan black metal, swedish black metal, swedish metal, thrash metal, viking black metal, viking metal"
0dR10i73opHXuRuLbgxltM,Mayhem,474612,49,"black metal, metal, norwegian black metal"
7L6u6TyhjuwubrcojPeNgf,Burzum,348217,47,"ambient black metal, atmospheric black metal, autonomous black metal, black metal, dungeon synth, metal, norwegian black metal, norwegian metal, pagan black metal, tolkien metal"
7wqTItc5qEyIwWw5ksN1Ya,Shining,57166,29,"black metal, depressive black metal, swedish black metal"
2ytfu1MWsf763hCBQmaQr6,Windir,78848,31,"atmospheric black metal, black metal, folk black metal, folk metal, melodic black metal, norwegian black metal, norwegian metal, pagan black metal, viking black metal, viking metal"
1MlFNDlH2naWutA9C0nNVB,Fen,25629,21,"atmospheric black metal, black metal, blackgaze, british black metal, cosmic black metal, pagan black metal, post-black metal, uk post-metal, voidgaze"
5lqyPWmAivV75tII5Vxpet,Wolves In The Throne Room,99008,30,"ambient black metal, atmospheric black metal, black metal, blackgaze, cascadian black metal, doom metal, drone metal, pagan black metal, post-metal, technical black metal, usbm, voidgaze"
6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,466508,51,"black metal, gothic metal, melodic death metal, metal, norwegian black metal, norwegian metal, power metal, speed metal, symphonic black metal, symphonic metal"
7sJC2WkTzn7gqUhVfP9sOm,Carach Angren,92247,35,"black metal, dutch black metal, dutch metal, folk metal, melodic death metal, symphonic black metal, symphonic metal, tolkien metal, viking metal"
2HmtB6wVRRi3z0JwZHtkiD,Enslaved,143769,38,"black metal, death metal, metal, norwegian black metal, norwegian metal, pagan black metal, progressive black metal, viking black metal, viking metal"
3eVkhnD2UKVjX5uiUsqfXP,Absu,38295,26,"black metal, black thrash, occult black metal, pagan black metal, symphonic black metal, technical black metal, texas death metal, usbm"
4UEb5ZsSyDWMAiBuOeKA6W,Lester Flatt,24526,33,"bluegrass, bluegrass gospel, instrumental bluegrass, traditional country"
3bLSAQPeix7Xm2e5Gtn48R,The Steeldrivers,310772,61,"bluegrass, modern southern rock, neo-traditional bluegrass, new americana"
4DBi4EYXgiqbkxvWUXUzMi,Old Crow Medicine Show,414998,55,"indie folk, modern old-time, new americana, old-time, progressive bluegrass, stomp and holler"
7yTltkMBvChBkA86Tz8WfW,The Infamous Stringdusters,96723,41,"bluegrass, instrumental bluegrass, jam band, jamgrass, mandolin, neo-traditional bluegrass, progressive bluegrass"
63knPlGzLHTNDf1J78Fvte,The Devil Makes Three,310518,55,"new americana, western americana"
2fj5pzLyOKDpUOPZs9q3wt,The Del McCoury Band,47715,41,"bluegrass, progressive bluegrass"
3GjVVVcFmUgEJEAAsbGkf4,Trampled by Turtles,365065,57,"duluth indie, indie folk, jam band, new americana, progressive bluegrass, stomp and holler"
3Fud2i8WgXSZCVmi961lXm,Sam Bush,45236,38,"bluegrass, jam band, jamgrass, mandolin, progressive bluegrass"
1ReHC2jB2DGoPbMYhzuFuO,Yonder Mountain String Band,142047,45,"banjo, jam band, jamgrass, progressive bluegrass, string band"
64vAECmFoB6mi7n1zTRwR8,Bill Monroe & His Blue Grass Boys,28274,35,"bluegrass, bluegrass gospel, traditional country, yodeling"
6ijT84fUReKCGYV3MjhB2y,Railroad Earth,97619,42,"jam band, jamgrass, progressive bluegrass"
6H8Sj9gFyDYJ3T63LA3DKz,Carolina Chocolate Drops,135091,38,"banjo, black americana, folk, jug band, modern old-time, new americana, north carolina roots, old-time, progressive bluegrass"
4gFssfOmWNY3LfIZ3zyoy4,Punch Brothers,214777,43,"banjo, bluegrass, indie folk, mandolin, new americana, progressive bluegrass"
1dyGPAYZZHHW6WIqwKN5QF,Chris Thile,108603,46,"bluegrass, classical mandolin, instrumental bluegrass, mandolin, progressive bluegrass"
6AEIKVwB27miPI3uJxM4Dw,Pickin' On Series,92224,43,
3bcLBxvaI7GsBzGp3WHnwQ,Nickel Creek,169288,49,"bluegrass, instrumental bluegrass, mandolin, progressive bluegrass"
1Bd4UVlqlaKEXYRG3wgrCK,Steve Martin,48410,46,"clean comedy, comedy, comic"
7y70dch6JuuuNnwlsOQvwW,Nitty Gritty Dirt Band,202841,59,"country rock, heartland rock"
75d2SGqtUsggybmf1BlbPd,The Whites,4564,29,
2H5elA2mJKrHmqkN9GSfkz,Gillian Welch,210837,51,"alternative country, canadian singer-songwriter, folk, melancholia, nashville singer-songwriter, new americana, progressive bluegrass, singer-songwriter"
7Gr7Uulfyw9J9F74eQfBOp,The Isaacs,60845,36,"bluegrass gospel, family gospel, southern gospel"
5xLSa7l4IV1gsQfhAMvl0U,B.B. King,2579256,61,"blues, blues rock, classic rock, electric blues, jazz blues, soul blues, traditional blues"
5dCuFngSPyOOnTAvrC7v2s,Freddie King,374352,52,"blues, blues rock, british blues, electric blues, texas blues, traditional blues"
5aygfDCEaX5KTZOxSCpT9o,Albert King,414337,51,"blues, blues rock, british blues, electric blues, memphis soul, soul blues, traditional blues"
2gCsNOpiBaMNh20jQ5prf0,Buddy Guy,778936,54,"blues, blues rock, chicago blues, country blues, electric blues, modern blues, soul blues, traditional blues"
4y6J8jwRAwO4dssiSmN91R,Muddy Waters,1228900,55,"blues, blues rock, chicago blues, classic rock, electric blues, soul, traditional blues"
5fsDcuclIe8ZiBD5P787K1,Stevie Ray Vaughan,2314702,62,"album rock, blues, blues rock, classic rock, electric blues, hard rock, heartland rock, instrumental rock, rock, texas blues"
1yNOfXGQNGjAynk77wv85x,John Lee Hooker,811352,57,"blues, blues rock, delta blues, electric blues, memphis blues, traditional blues"
0q9kpdDkEA3H17gcRMjgVS,Elmore James,183144,45,"blues, british blues, chicago blues, delta blues, electric blues, traditional blues"
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,9942601,81,"album rock, classic rock, rock, soft rock, yacht rock"
69VgCcXFV59QuQWEXSTxfK,Sonny Boy Williamson II,169479,49,"acoustic blues, blues, chicago blues, country blues, delta blues, harmonica blues, traditional blues"
15oeqKO5k5uZ5773tWvpda,Son House,149497,34,"acoustic blues, blues, country blues, delta blues, traditional blues"
0Wxy5Qka8BN9crcFkiAxSR,Howlin' Wolf,485301,51,"acoustic blues, blues, chicago blues, delta blues, harmonica blues, memphis blues, traditional blues"
1aTDTChWWyiJH3SEnYrdVp,Taj Mahal,196446,53,"acoustic blues, blues, country blues, folk, harmonica blues, jazz blues, modern blues, traditional blues"
0iOVhN3tnSvgDbcg25JoJb,Etta James,1490445,67,"jazz blues, soul, soul blues, torch song, vocal jazz"
60df5JBRRPcnSpsIMxxwQm,Otis Redding,2095769,70,"classic soul, memphis soul, soul, soul blues, southern soul, vocal jazz"
1eYhYunlNJlDoQhtYBvPsi,Ray Charles,2043883,67,"classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz"
7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,3147339,71,"classic soul, jazz blues, memphis soul, soul, southern soul, vocal jazz"
7G1GBhoKtEPnP86X2PvEYO,Nina Simone,2613239,68,"jazz blues, neo soul, soul, soul jazz, torch song, vocal jazz"
6OVkHZQP8QoBYqr1ejCGDv,Seasick Steve,203091,41,"country blues, modern blues, texas blues"
1VeXFwuDf93VRV6Qoe5RkV,Jools Holland & Paloma Faith,700,8,
776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,6217112,70,"acid rock, album rock, classic rock, hard rock, proto-metal, psychedelic rock, rock"
27a0GiCba9K9lnkKidroFU,Canned Heat,586335,56,"blues, blues rock, classic rock, country rock, electric blues, folk rock, psychedelic rock"
293zczrfYafIItmnmM3coR,Chuck Berry,1808241,66,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul"
5kO4xdEKLuHHHPreu3UmkZ,Blind Willie Johnson,99699,33,"acoustic blues, blues, country blues, gospel blues, texas blues, traditional blues"
2gSskdDhLQCx3CQd6XKDhp,Bukka White,39080,29,"acoustic blues, blues, country blues, delta blues, traditional blues"
2SNzxY1OsSCHBLVi77mpPQ,Joe Bonamassa,867729,57,"blues, blues rock, electric blues, modern blues, modern blues rock"
5WM5zPOswRcPu07rxP2dQv,Hugh Laurie,226684,40,comic
01aC2ikO4Xgb2LUpf9JfKp,Gary Clark Jr.,868777,56,"electric blues, modern blues rock, rock, soul blues, texas blues"
23wr9RJZg0PmYvVFyNkQ4j,Gary Moore,618990,57,"blues rock, british blues, electric blues"
3Ic8jL4kSQQHCSTngZsVNj,The Pop Dance Band,138,0,
7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,1469088,69,"folk, lilith, singer-songwriter, women's music"
2nB77EV6Al8aHXfxa6YfrW,Bossacucanova,22402,40,sambass
1ztbuuZdlymbE7XnHlj0nP,Rosa Passos,58018,41,bossa nova
6gk4ierjjSVPoZep27VfZz,Bebel Gilberto,124799,48,"bossa nova, downtempo"
3LokxmaXXZpL7sLZASDzCS,Carlos Lyra,30167,37,"bossa nova, brazilian jazz, velha guarda"
5I0EPnV9gwrZYTbScjnaOk,Marcos Valle,94808,50,"bossa nova, brazilian boogie"
5HlnN6xF2MD87KhGRmCRTd,Vinícius de Moraes,478810,58,"bossa nova, mpb, samba"
7rPqFVgJYARiFsLDlN6W6y,Toquinho,411454,60,"bossa nova, mpb, samba, violao"
24ZP6P1JgCo65CEJsk2OQ2,Miúcha,53364,46,"bossa nova, mpb, samba, velha guarda"
0VSgciOd32tP2Yna1w4vDr,Baden Powell,153122,46,"bossa nova, brazilian jazz, jazz guitar, mpb, samba, samba-jazz, violao"
64KVQ4YupSZYrGNLduVtj3,Nara Leão,159349,50,"bossa nova, brazilian jazz, mpb, samba, tropicalia, velha guarda"
77ZUbcdoU5KCPHNUl8bgQy,João Gilberto,549970,63,"bossa nova, brazilian jazz, cool jazz, jazz guitar, samba, violao"
1FbL4RGqW5gvZ2kZNGdfpA,Os Cariocas,28631,39,"bossa nova, velha guarda"
4hYmh7O6rd1bW9pucFet6j,Laurindo Almeida and The Bossa Nova All Stars,247,0,
5rX2c1zow6hCph8PnnU3kF,Astrud Gilberto,222356,60,"bossa nova, brazilian jazz, lounge, samba-jazz, vocal jazz"
6fV3ZNUY8BCP45yuCWWDez,Dori Caymmi,80236,35,"bossa nova, mpb, samba, velha guarda"
5mZMounx8LpSyLospHT1dK,Wanda Sá,12780,33,bossa nova
3vVLhTD4Etza2AvvWJaNyW,Bola Sete,11019,33,"bossa nova, brazilian jazz"
6vPJPloPbrigA6rL6Bpdzo,Eddy Palermo,541,6,italian jazz fusion
1YH1UiJmk1kXqtibDstKK7,Bossa Jazz Trio,8374,20,"bossa nova, bossa nova jazz"
6FNc1pq9apWBGVjGUEd9tK,Danilo Caymmi,51329,32,"bossa nova, mpb, samba, velha guarda"
4cn4gMq0KXORHeYA45PcBi,Elza Soares,382759,50,"bossa nova, mpb, nova mpb, samba"
77vmpZSXPhTHwJiE8xE5KX,Agostinho,444,2,
3uklMDgeG3LyfnlHeDH3M5,Ale Vanzella,447,2,
1b8kpp4DUwt1hWaxTiWQhD,Gal Costa,706903,60,"bossa nova, mpb, samba, tropicalia"
6O67GI6ayhWHyFmOOJRLEq,Maysa,33736,37,velha guarda
